1000,313.81168880763266
2000,296.831029315381
3000,223.2668468613301
4000,210.86140787995237
5000,173.25379067967586
6000,168.45272226695266
7000,138.65131695169646
8000,145.74191453373402
9000,116.98281429256218
10000,130.43086182541288
11000,151.94667684411408
12000,129.36505987992362
13000,101.96352864056726
14000,104.44676154624972
15000,85.82392845102834
16000,93.13493792081306
17000,100.5588344230298
18000,98.32126638762145
19000,97.7969805462775
20000,94.01129581065629
21000,76.76695626686916
22000,81.53272733857096
23000,78.06417144464797
24000,78.21756770837834
25000,86.83942287717906
26000,74.55867751766101
27000,68.85907800515221
28000,67.60161194224963
29000,67.82751252441949
30000,66.53761364335088
31000,66.77349869197349
32000,64.20302462872871
33000,66.36107246850693
34000,65.16563323349968
35000,64.37758367237848
36000,65.86650296663385
37000,64.80986740256955
38000,68.39452555659841
39000,64.52588164760255
40000,63.07492743680683
41000,67.01524570954837
42000,66.79925095745125
