1000,331.75673709739004
2000,295.8160425756767
3000,179.38262668853133
4000,153.83020112853606
5000,171.64586940587577
6000,126.17688562270297
7000,107.28824769204124
8000,100.74134606964338
9000,74.84584422601921
10000,92.89819982776044
11000,71.47021732085926
12000,70.96835137697855
13000,70.3746435899256
13000,85.72220454905857
13000,83.36326550621487
14000,87.89877819989954
15000,88.82464227342751
16000,84.2869809973954
17000,81.52448046772196
18000,79.66805093202561
19000,69.21860316354099
20000,82.235515282177
21000,68.18609362080605
22000,69.4333856572037
23000,66.34933897068709
24000,60.56656465376494
25000,57.431998066932124
26000,56.74992795875181
27000,54.8793222119412
28000,55.154312382489536
29000,58.72821048316763
30000,58.00679141480259
31000,57.62254582455114
32000,57.843489838300286
27000,53.9680536578353
32000,57.329067135698494
33000,56.51948899554094
34000,57.7257641465107
35000,54.385225757106696
36000,56.96774038247764
37000,58.809724526659124
38000,56.74928478112827
39000,58.9276427173333
40000,56.970560096692964
