1000,327.63741150463966
2000,286.747594482729
3000,271.9473749125714
4000,225.72799559631702
5000,193.9970727966567
6000,181.28704221687238
7000,155.19935803000902
8000,160.61966347462828
9000,159.42363102782875
10000,130.66744764255202
11000,118.15033122237449
12000,139.32717081951245
13000,127.65631578888764
14000,126.24140746386823
15000,108.94248014462855
16000,128.03643610775282
17000,103.33387311533824
18000,105.21254342183852
19000,104.26910467709723
20000,106.88759472632236
21000,89.84159067268763
22000,94.2267790383658
23000,94.14057387447971
24000,92.08365275483936
25000,87.82273903981138
26000,84.90795358738461
27000,85.8787734228465
28000,89.32633637447958
29000,89.39174789104246
30000,86.22445656289929
31000,86.80759090211379
32000,86.24448736567984
33000,84.63382833394792
34000,89.45163366003135
35000,83.48233567660387
36000,89.39952609792434
37000,92.47461819674203
38000,87.11407985177979
39000,86.75251406487914
40000,91.12016729374014
41000,87.0458609467604
42000,89.51528190308915
43000,86.34317165105776
44000,85.39987824586447
45000,83.18855035027596
46000,90.37875318678061
47000,87.8640448616149
48000,85.6397474371048
49000,91.68476150897669
50000,89.84446308479974
51000,82.11238205683495
